"Catalog / Data Sheet","Part No.","Status","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","AEC- Q200"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225JB1C156M250AA.pdf","C3225JB1C156M250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","15μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225JB1C226M250AA.pdf","C3225JB1C226M250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","22μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225JB1E106K250AA.pdf","C3225JB1E106K250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225JB1E106M250AA.pdf","C3225JB1E106M250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225JB1H106K250AB.pdf","C3225JB1H106K250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","50","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225JB1H106M250AB.pdf","C3225JB1H106M250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","50","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1A336M200AC.pdf","C3225X5R1A336M200AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.2","33μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1A476M250AC.pdf","C3225X5R1A476M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","47μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1C156M250AA.pdf","C3225X5R1C156M250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","15μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1C226K250AA.pdf","C3225X5R1C226K250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","22μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1C226M250AA.pdf","C3225X5R1C226M250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","22μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1E106K250AA.pdf","C3225X5R1E106K250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1E106M250AA.pdf","C3225X5R1E106M250AA","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1H106K250AB.pdf","C3225X5R1H106K250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X5R1H106M250AB.pdf","C3225X5R1H106M250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X6S1H106K250AC.pdf","C3225X6S1H106K250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","50","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X6S1H106M250AC.pdf","C3225X6S1H106M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","50","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X6S1H685K250AC.pdf","C3225X6S1H685K250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","6.8μF","±10%","50","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X6S1H685M250AC.pdf","C3225X6S1H685M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","6.8μF","±20%","50","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X6S1V106K250AC.pdf","C3225X6S1V106K250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X6S1V106M250AC.pdf","C3225X6S1V106M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1A226K230AC.pdf","C3225X7R1A226K230AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.5","22μF","±10%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1A226M230AC.pdf","C3225X7R1A226M230AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.5","22μF","±20%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1C156M250AB.pdf","C3225X7R1C156M250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","15μF","±20%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1C226K250AC.pdf","C3225X7R1C226K250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","22μF","±10%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1C226M250AC.pdf","C3225X7R1C226M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","22μF","±20%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E106K250AC.pdf","C3225X7R1E106K250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E106M250AC.pdf","C3225X7R1E106M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E226M250AB.pdf","C3225X7R1E226M250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","22μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E685K250AB.pdf","C3225X7R1E685K250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","6.8μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E685M250AB.pdf","C3225X7R1E685M250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","6.8μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1H106K250AC.pdf","C3225X7R1H106K250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1H106M250AC.pdf","C3225X7R1H106M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1H225K250AB.pdf","C3225X7R1H225K250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","2.2μF","±10%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1N106K250AC.pdf","C3225X7R1N106K250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","75","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1N106M250AC.pdf","C3225X7R1N106M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","75","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7S1A476M250AC_20190725.pdf","C3225X7S1A476M250AC","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","47μF","±20%","10","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7S1H106K250AB.pdf","C3225X7S1H106K250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±10%","50","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7S1H106M250AB.pdf","C3225X7S1H106M250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","10μF","±20%","50","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7S1H685K250AB.pdf","C3225X7S1H685K250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","6.8μF","±10%","50","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C3225X7S1H685M250AB.pdf","C3225X7S1H685M250AB","Production","Commercial Grade","General (Up to 75V)","3.2mm x 2.5mm [EIA 1210]","2.8","6.8μF","±20%","50","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532C0G1H104J200KA.pdf","C4532C0G1H104J200KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.2","100nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532C0G1H154J250KA.pdf","C4532C0G1H154J250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","150nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532C0G1H224J320KA.pdf","C4532C0G1H224J320KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","3.5","220nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532CH1H104J200KA.pdf","C4532CH1H104J200KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.2","100nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532CH1H154J250KA.pdf","C4532CH1H154J250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","150nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532CH1H224J320KA.pdf","C4532CH1H224J320KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","3.5","220nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532JB1C226M200KA.pdf","C4532JB1C226M200KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.2","22μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532JB1C336M250KA.pdf","C4532JB1C336M250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","33μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532JB1E106K250KA.pdf","C4532JB1E106K250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","10μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532JB1E106M250KA.pdf","C4532JB1E106M250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","10μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532JB1E156M250KA.pdf","C4532JB1E156M250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","15μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532JB1E226M250KA.pdf","C4532JB1E226M250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","22μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R0J107M280KA.pdf","C4532X5R0J107M280KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","3.1","100μF","±20%","6.3","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R1A107M280KC.pdf","C4532X5R1A107M280KC","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","3.1","100μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R1A226M230KA.pdf","C4532X5R1A226M230KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.5","22μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R1A476M280KA.pdf","C4532X5R1A476M280KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","3.1","47μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R1C226M200KA.pdf","C4532X5R1C226M200KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.2","22μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R1C226M230KA.pdf","C4532X5R1C226M230KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.5","22μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R1C336M250KA.pdf","C4532X5R1C336M250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","33μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R1E106K250KA.pdf","C4532X5R1E106K250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","10μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C4532X5R1E106M250KA.pdf","C4532X5R1E106M250KA","Production","Commercial Grade","General (Up to 75V)","4.5mm x 3.2mm [EIA 1812]","2.8","10μF","±20%","25","X5R","No"
