"Catalog / Data Sheet","Part No.","Status","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","AEC- Q200"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1V475M125AC.pdf","C2012JB1V475M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","35","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1V685K125AC.pdf","C2012JB1V685K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±10%","35","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1V685M125AC.pdf","C2012JB1V685M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±20%","35","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R0G476M125AB.pdf","C2012X5R0G476M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","47μF","±20%","4","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R0J226K125AB.pdf","C2012X5R0J226K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±10%","6.3","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R0J336M125AC.pdf","C2012X5R0J336M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","33μF","±20%","6.3","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R0J476M125AC.pdf","C2012X5R0J476M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","47μF","±20%","6.3","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1A156M085AC.pdf","C2012X5R1A156M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","15μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1A156M125AB.pdf","C2012X5R1A156M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","15μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1A226K125AB.pdf","C2012X5R1A226K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±10%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1A226M085AC.pdf","C2012X5R1A226M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","22μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1A226M125AB.pdf","C2012X5R1A226M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1A336M125AC.pdf","C2012X5R1A336M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","33μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1A476M125AC.pdf","C2012X5R1A476M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","47μF","±20%","10","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C106K085AC.pdf","C2012X5R1C106K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C106M085AC.pdf","C2012X5R1C106M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C156M125AC.pdf","C2012X5R1C156M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","15μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C225K085AC.pdf","C2012X5R1C225K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C225M085AC.pdf","C2012X5R1C225M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C226K125AC_20190710.pdf","C2012X5R1C226K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C226M085AC_20190710.pdf","C2012X5R1C226M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","22μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C226M125AC_20190710.pdf","C2012X5R1C226M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C335K060AC.pdf","C2012X5R1C335K060AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","0.75","3.3μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C335K085AB.pdf","C2012X5R1C335K085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","3.3μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C335M060AC.pdf","C2012X5R1C335M060AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","0.75","3.3μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C335M085AB.pdf","C2012X5R1C335M085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","3.3μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C475K060AC.pdf","C2012X5R1C475K060AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","0.75","4.7μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C475K085AB.pdf","C2012X5R1C475K085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","4.7μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C475M060AC.pdf","C2012X5R1C475M060AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","0.75","4.7μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C475M085AB.pdf","C2012X5R1C475M085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","4.7μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C685K085AC.pdf","C2012X5R1C685K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","6.8μF","±10%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1C685M085AC.pdf","C2012X5R1C685M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","6.8μF","±20%","16","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E106K085AC.pdf","C2012X5R1E106K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1E106K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E106M085AC.pdf","C2012X5R1E106M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1E106M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E155K085AC.pdf","C2012X5R1E155K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","1.5μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E155K125AA.pdf","C2012X5R1E155K125AA","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E155M085AC.pdf","C2012X5R1E155M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","1.5μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E155M125AA.pdf","C2012X5R1E155M125AA","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E156M125AC.pdf","C2012X5R1E156M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","15μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E225K085AC.pdf","C2012X5R1E225K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E225K125AC.pdf","C2012X5R1E225K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E225M085AC.pdf","C2012X5R1E225M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E225M125AC.pdf","C2012X5R1E225M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E226M125AC_20190710.pdf","C2012X5R1E226M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E335K085AC.pdf","C2012X5R1E335K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","3.3μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E335K125AB.pdf","C2012X5R1E335K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E335M085AC.pdf","C2012X5R1E335M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","3.3μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E335M125AB.pdf","C2012X5R1E335M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E475K085AC.pdf","C2012X5R1E475K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","4.7μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1E475K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1E475M085AC.pdf","C2012X5R1E475M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","4.7μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1E475M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1E685K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±10%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1E685M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±20%","25","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H155K125AB.pdf","C2012X5R1H155K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H155M125AB.pdf","C2012X5R1H155M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H225K085AB.pdf","C2012X5R1H225K085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H225K125AB.pdf","C2012X5R1H225K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H225M085AB.pdf","C2012X5R1H225M085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H225M125AB.pdf","C2012X5R1H225M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H335K125AB.pdf","C2012X5R1H335K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H335M125AB.pdf","C2012X5R1H335M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H475K125AB.pdf","C2012X5R1H475K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1H475M125AB.pdf","C2012X5R1H475M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","50","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1V106K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1V106K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1V106M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1V106M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V155K125AB.pdf","C2012X5R1V155K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V155M125AB.pdf","C2012X5R1V155M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V156M125AC.pdf","C2012X5R1V156M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","15μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V225K085AB.pdf","C2012X5R1V225K085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V225K125AB.pdf","C2012X5R1V225K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V225M085AB.pdf","C2012X5R1V225M085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V225M125AB.pdf","C2012X5R1V225M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V226M125AC_20190710.pdf","C2012X5R1V226M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V335K125AC.pdf","C2012X5R1V335K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X5R1V335M125AC.pdf","C2012X5R1V335M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1V475K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1V475M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1V685K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±10%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C2012X5R1V685M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±20%","35","X5R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S0G336M125AC.pdf","C2012X6S0G336M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","33μF","±20%","4","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S0G476M125AC.pdf","C2012X6S0G476M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","47μF","±20%","4","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S0J226M085AC.pdf","C2012X6S0J226M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","22μF","±20%","6.3","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S0J226M125AB.pdf","C2012X6S0J226M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±20%","6.3","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1A106K085AC.pdf","C2012X6S1A106K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±10%","10","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1A106M085AC.pdf","C2012X6S1A106M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±20%","10","X6S","No"
