"Part Number","Status","Characteristic","Length","Width","Thickness","Temperature characteristics","Rated Voltage","Capacitance","Tolerance of capacitance","Notes"
"GRM0115C1E6R3DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.3pF","±0.5pF",""
"GRM0115C1E6R3WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.3pF","±0.05pF",""
"GRM0115C1E6R4BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.4pF","±0.1pF",""
"GRM0115C1E6R4CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.4pF","±0.25pF",""
"GRM0115C1E6R4DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.4pF","±0.5pF",""
"GRM0115C1E6R4WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.4pF","±0.05pF",""
"GRM0115C1E6R5BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.5pF","±0.1pF",""
"GRM0115C1E6R5CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.5pF","±0.25pF",""
"GRM0115C1E6R5DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.5pF","±0.5pF",""
"GRM0115C1E6R5WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.5pF","±0.05pF",""
"GRM0115C1E6R6BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.6pF","±0.1pF",""
"GRM0115C1E6R6CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.6pF","±0.25pF",""
"GRM0115C1E6R6DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.6pF","±0.5pF",""
"GRM0115C1E6R6WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.6pF","±0.05pF",""
"GRM0115C1E6R7BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.7pF","±0.1pF",""
"GRM0115C1E6R7CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.7pF","±0.25pF",""
"GRM0115C1E6R7DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.7pF","±0.5pF",""
"GRM0115C1E6R7WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.7pF","±0.05pF",""
"GRM0115C1E6R8BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.8pF","±0.1pF",""
"GRM0115C1E6R8CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.8pF","±0.25pF",""
"GRM0115C1E6R8DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.8pF","±0.5pF",""
"GRM0115C1E6R8WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.8pF","±0.05pF",""
"GRM0115C1E6R9BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.9pF","±0.1pF",""
"GRM0115C1E6R9CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.9pF","±0.25pF",""
"GRM0115C1E6R9DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.9pF","±0.5pF",""
"GRM0115C1E6R9WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","6.9pF","±0.05pF",""
"GRM0115C1E750GE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","75pF","±2%",""
"GRM0115C1E750JE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","75pF","±5%",""
"GRM0115C1E7R0BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7pF","±0.1pF",""
"GRM0115C1E7R0CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7pF","±0.25pF",""
"GRM0115C1E7R0DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7pF","±0.5pF",""
"GRM0115C1E7R0WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7pF","±0.05pF",""
"GRM0115C1E7R1BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.1pF","±0.1pF",""
"GRM0115C1E7R1CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.1pF","±0.25pF",""
"GRM0115C1E7R1DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.1pF","±0.5pF",""
"GRM0115C1E7R1WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.1pF","±0.05pF",""
"GRM0115C1E7R2BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.2pF","±0.1pF",""
"GRM0115C1E7R2CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.2pF","±0.25pF",""
"GRM0115C1E7R2DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.2pF","±0.5pF",""
"GRM0115C1E7R2WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.2pF","±0.05pF",""
"GRM0115C1E7R3BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.3pF","±0.1pF",""
"GRM0115C1E7R3CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.3pF","±0.25pF",""
"GRM0115C1E7R3DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.3pF","±0.5pF",""
"GRM0115C1E7R3WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.3pF","±0.05pF",""
"GRM0115C1E7R4BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.4pF","±0.1pF",""
"GRM0115C1E7R4CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.4pF","±0.25pF",""
"GRM0115C1E7R4DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.4pF","±0.5pF",""
"GRM0115C1E7R4WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.4pF","±0.05pF",""
"GRM0115C1E7R5BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.5pF","±0.1pF",""
"GRM0115C1E7R5CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.5pF","±0.25pF",""
"GRM0115C1E7R5DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.5pF","±0.5pF",""
"GRM0115C1E7R5WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.5pF","±0.05pF",""
"GRM0115C1E7R6BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.6pF","±0.1pF",""
"GRM0115C1E7R6CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.6pF","±0.25pF",""
"GRM0115C1E7R6DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.6pF","±0.5pF",""
"GRM0115C1E7R6WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.6pF","±0.05pF",""
"GRM0115C1E7R7BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.7pF","±0.1pF",""
"GRM0115C1E7R7CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.7pF","±0.25pF",""
"GRM0115C1E7R7DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.7pF","±0.5pF",""
"GRM0115C1E7R7WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.7pF","±0.05pF",""
"GRM0115C1E7R8BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.8pF","±0.1pF",""
"GRM0115C1E7R8CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.8pF","±0.25pF",""
"GRM0115C1E7R8DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.8pF","±0.5pF",""
"GRM0115C1E7R8WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.8pF","±0.05pF",""
"GRM0115C1E7R9BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.9pF","±0.1pF",""
"GRM0115C1E7R9CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.9pF","±0.25pF",""
"GRM0115C1E7R9DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.9pF","±0.5pF",""
"GRM0115C1E7R9WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","7.9pF","±0.05pF",""
"GRM0115C1E820GE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","82pF","±2%",""
"GRM0115C1E820JE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","82pF","±5%",""
"GRM0115C1E8R0BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8pF","±0.1pF",""
"GRM0115C1E8R0CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8pF","±0.25pF",""
"GRM0115C1E8R0DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8pF","±0.5pF",""
"GRM0115C1E8R0WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8pF","±0.05pF",""
"GRM0115C1E8R1BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.1pF","±0.1pF",""
"GRM0115C1E8R1CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.1pF","±0.25pF",""
"GRM0115C1E8R1DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.1pF","±0.5pF",""
"GRM0115C1E8R1WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.1pF","±0.05pF",""
"GRM0115C1E8R2BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.2pF","±0.1pF",""
"GRM0115C1E8R2CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.2pF","±0.25pF",""
"GRM0115C1E8R2DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.2pF","±0.5pF",""
"GRM0115C1E8R2WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.2pF","±0.05pF",""
"GRM0115C1E8R3BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.3pF","±0.1pF",""
"GRM0115C1E8R3CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.3pF","±0.25pF",""
"GRM0115C1E8R3DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.3pF","±0.5pF",""
"GRM0115C1E8R3WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.3pF","±0.05pF",""
"GRM0115C1E8R4BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.4pF","±0.1pF",""
"GRM0115C1E8R4CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.4pF","±0.25pF",""
"GRM0115C1E8R4DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.4pF","±0.5pF",""
"GRM0115C1E8R4WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.4pF","±0.05pF",""
"GRM0115C1E8R5BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.5pF","±0.1pF",""
"GRM0115C1E8R5CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.5pF","±0.25pF",""
"GRM0115C1E8R5DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.5pF","±0.5pF",""
"GRM0115C1E8R5WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.5pF","±0.05pF",""
"GRM0115C1E8R6BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.6pF","±0.1pF",""
"GRM0115C1E8R6CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.6pF","±0.25pF",""
"GRM0115C1E8R6DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.6pF","±0.5pF",""
"GRM0115C1E8R6WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.6pF","±0.05pF",""
"GRM0115C1E8R7BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.7pF","±0.1pF",""
"GRM0115C1E8R7CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.7pF","±0.25pF",""
"GRM0115C1E8R7DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.7pF","±0.5pF",""
"GRM0115C1E8R7WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.7pF","±0.05pF",""
"GRM0115C1E8R8BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.8pF","±0.1pF",""
"GRM0115C1E8R8CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.8pF","±0.25pF",""
"GRM0115C1E8R8DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.8pF","±0.5pF",""
"GRM0115C1E8R8WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.8pF","±0.05pF",""
"GRM0115C1E8R9BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.9pF","±0.1pF",""
"GRM0115C1E8R9CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.9pF","±0.25pF",""
"GRM0115C1E8R9DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.9pF","±0.5pF",""
"GRM0115C1E8R9WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","8.9pF","±0.05pF",""
"GRM0115C1E910GE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","91pF","±2%",""
"GRM0115C1E910JE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","91pF","±5%",""
"GRM0115C1E9R0BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9pF","±0.1pF",""
"GRM0115C1E9R0CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9pF","±0.25pF",""
"GRM0115C1E9R0DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9pF","±0.5pF",""
"GRM0115C1E9R0WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9pF","±0.05pF",""
"GRM0115C1E9R1BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.1pF","±0.1pF",""
"GRM0115C1E9R1CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.1pF","±0.25pF",""
"GRM0115C1E9R1DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.1pF","±0.5pF",""
"GRM0115C1E9R1WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.1pF","±0.05pF",""
"GRM0115C1E9R2BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.2pF","±0.1pF",""
"GRM0115C1E9R2CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.2pF","±0.25pF",""
"GRM0115C1E9R2DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.2pF","±0.5pF",""
"GRM0115C1E9R2WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.2pF","±0.05pF",""
"GRM0115C1E9R3BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.3pF","±0.1pF",""
"GRM0115C1E9R3CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.3pF","±0.25pF",""
"GRM0115C1E9R3DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.3pF","±0.5pF",""
"GRM0115C1E9R3WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.3pF","±0.05pF",""
"GRM0115C1E9R4BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.4pF","±0.1pF",""
"GRM0115C1E9R4CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.4pF","±0.25pF",""
"GRM0115C1E9R4DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.4pF","±0.5pF",""
"GRM0115C1E9R4WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.4pF","±0.05pF",""
"GRM0115C1E9R5BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.5pF","±0.1pF",""
